,Unnamed: 0,Unnamed: 0.1,Employer,salary_total_x,salary_total_y,change,y,Sector,salary_total_x_rounded
40,40,40,Regional Municipality of Niagara - Niagara Reg. Police,72607224.93000005,72498275.97999996,0.15027798734159606,0,Municipalities and Services,72600000
41,41,41,Hamilton-Wentworth District School Board,69586549.34,35583467.04000003,95.55865442166298,0,School Boards,69600000
42,42,42,The Ottawa Hospital,67659155.03,67662817.87,-0.005413371945339751,0,Hospitals and Boards of Public Health,67700000
43,43,43,Transportation,63852399.65000008,60666444.72000001,5.25159327319169,0,Government of Ontario - Ministries,63900000
44,44,44,Trillium Health Partners,61315251.56999993,56495494.93000001,8.531222969144302,0,Hospitals and Boards of Public Health,61300000
45,45,45,Metrolinx,60762136.33000004,52130281.54000001,16.558235511114088,0,Crown Agencies,60800000
46,46,46,Laurentian University of Sudbury,59346207.83000002,54586815.70000005,8.718940771626604,0,Universities,59300000
47,47,47,William Osler Health System,58768329.27000002,51829476.35,13.387850714798931,0,Hospitals and Boards of Public Health,58800000
48,48,48,Durham District School Board,58574189.27000003,33506582.61999997,74.81397591122078,0,School Boards,58600000
49,49,49,Seneca College,58265492.97999996,54096053.34000009,7.707474727951856,0,Colleges,58300000
50,50,50,Halton District School Board,58227867.19999997,45045376.37,29.26491438703895,0,School Boards,58200000
51,51,51,St. Michael's Hospital,57822025.59000002,66763819.54000001,-13.393173146186932,0,Hospitals and Boards of Public Health,57800000
52,52,52,Ontario Lottery and Gaming Corporation,56252223.13,52617301.79000001,6.908224512361483,0,Crown Agencies,56300000
53,53,53,City of Brampton,55095392.26999997,51746154.45999996,6.472438087334553,0,Municipalities and Services,55100000
54,54,54,York Catholic District School Board,54989439.65999995,46132165.3,19.199780245303067,0,School Boards,55000000
55,55,55,Education,54278172.73000007,48266029.16999998,12.456263055791151,0,Government of Ontario - Ministries,54300000
56,56,56,Humber College,54134427.04999991,49728589.89999991,8.859766904430177,0,Colleges,54100000
57,57,57,Ontario Securities Commission,53209142.70000008,52470323.5,1.4080706020424658,0,Crown Agencies,53200000
58,58,58,Simcoe County District School Board,52963592.85000001,44457793.65,19.13230167687372,0,School Boards,53000000
59,59,59,London Health Sciences Centre,52437117.60000007,71242760.29,-26.39656663140212,0,Hospitals and Boards of Public Health,52400000
60,60,60,City of Barrie,49991258.91000002,43359783.50000003,15.294069468773966,0,Municipalities and Services,50000000
61,61,61,Thames Valley District School Board,49504169.71000002,37990076.20000002,30.30816113498609,0,School Boards,49500000
62,62,62,Municipal Property Assessment Corporation,49327085.38000008,25045064.55999999,96.95331693726764,0,Other Public Sector Employers,49300000
63,63,63,George Brown College,46420569.32000005,41636897.90999997,11.489019715974514,0,Colleges,46400000
64,64,64,City of London,46163089.22000007,46294807.22999999,-0.2845200528550196,0,Municipalities and Services,46200000
65,65,65,Sinai Health System,46120375.13000002,45813914.72,0.6689243036160919,0,Hospitals and Boards of Public Health,46100000
66,66,66,Sheridan College Institute,46101404.58,40246673.75,14.547117275747535,0,Colleges,46100000
67,67,67,Greater Essex County District School Board,44641024.46999995,23927775.34000001,86.56571217205324,0,School Boards,44600000
68,68,68,City of Greater Sudbury,44262410.960000016,49539598.82000007,-10.652463858608296,0,Municipalities and Services,44300000
69,69,69,Lakehead University,43685476.17000004,40971050.46000002,6.625228495544944,0,Universities,43700000
70,70,70,City of Vaughan,43367185.73,44664167.120000064,-2.9038521786725378,0,Municipalities and Services,43400000
71,71,71,Algonquin College,42395505.98999998,42051821.11999999,0.8172889088899238,0,Colleges,42400000
72,72,72,Liquor Control Board of Ontario,40516963.38,41719556.31999999,-2.882564068456972,0,Crown Agencies,40500000
73,73,73,Waterloo Region District School Board,39606351.08999998,42235692.22000002,-6.225400820481775,0,School Boards,39600000
74,74,74,eHealth Ontario,38982315.250000015,33665535.44999999,15.79294589832532,0,Crown Agencies,39000000
75,75,75,City of London - Police Services,38043657.46,30045805.23999999,26.618864617256023,0,Municipalities and Services,38000000
76,76,76,City of Thunder Bay,37889183.93,27567209.92000001,37.44294050777843,0,Municipalities and Services,37900000
77,77,77,Centennial College,37322623.16000002,33212009.78000005,12.376888382332506,0,Colleges,37300000
78,78,78,Mohawk College,36798919.86999999,32545957.78000002,13.067558554425096,0,Colleges,36800000
79,79,79,Upper Canada District School Board,36777190.18999999,20380387.98,80.45382760176483,0,School Boards,36800000
80,80,80,Legal Aid Ontario,36270973.3,25612364.19,41.61509273775477,0,Crown Agencies,36300000
81,81,81,Town of Oakville,36040548.039999984,30862575.14999999,16.777514075976253,0,Municipalities and Services,36000000
82,82,82,Conestoga College,35274115.93000003,32018529.27999998,10.167820706348364,0,Colleges,35300000
83,83,83,City of Markham,35059508.27,27471072.809999976,27.623367723876058,0,Municipalities and Services,35100000
84,84,84,St. Joseph's Healthcare Hamilton,34688250.93000001,39805710.07999998,-12.856093107534315,0,Hospitals and Boards of Public Health,34700000
85,85,85,Trent University,33119498.14000003,35253338.12,-6.052873554091607,0,Universities,33100000
86,86,86,Finance,32960807.41000001,27788933.82,18.61127031177341,0,Government of Ontario - Ministries,33000000
87,87,87,Regional Municipality of Waterloo,32520885.809999984,34328405.08999999,-5.265375059695222,0,Municipalities and Services,32500000
88,88,88,District School Board of Niagara,32052407.64000005,26062098.80999994,22.9847522015443,0,School Boards,32100000
89,89,89,Fanshawe College,31962108.68000001,27814288.620000005,14.912551302920955,0,Colleges,32000000
90,90,90,City of Kitchener,31478090.39,34617785.95,-9.069602442324864,0,Municipalities and Services,31500000
91,91,91,Ontario Infrastructure and Lands Corporation,31440383.800000004,29832455.31,5.3898630645430545,0,Crown Agencies,31400000
92,92,92,University of Ontario Institute of Technology,30768772.379999984,27366815.57999999,12.430955987755432,0,Universities,30800000
93,93,93,Grand Erie District School Board,30384169.45999999,18239138.890000004,66.58774102903924,0,School Boards,30400000
94,94,94,Lakeridge Health,29076840.95,25086494.329999994,15.906354102366937,0,Hospitals and Boards of Public Health,29100000
95,95,95,City of Windsor,29028489.89,74732998.52999997,-61.157065204138526,0,Municipalities and Services,29000000
96,96,96,Georgian College,28876985.03999997,22388818.90999999,28.979492648011146,0,Colleges,28900000
97,97,97,Southlake Regional Health Centre,28808163.45000001,25499999.34,12.97319292401209,0,Hospitals and Boards of Public Health,28800000
98,98,98,Humber River Hospital,28767999.020000026,25335222.309999995,13.54942407055606,0,Hospitals and Boards of Public Health,28800000
99,99,99,Windsor Regional Hospital,28262271.519999985,21695979.0,30.265020628937698,0,Hospitals and Boards of Public Health,28300000
100,100,100,The Scarborough Hospital,28065133.85,36909032.13,-23.96133891793817,0,Hospitals and Boards of Public Health,28100000
101,101,101,City of Sarnia,27927610.8,22265317.16000001,25.43100374142608,0,Municipalities and Services,27900000
102,102,102,Niagara College Canada,27419226.73999998,20581000.61000001,33.22591675488009,0,Colleges,27400000
103,103,103,Kingston General Hospital,27244618.480000004,30260507.36999999,-9.966418781827537,0,Hospitals and Boards of Public Health,27200000
104,104,104,Mackenzie Health,26534851.80000001,24805796.56000001,6.9703677356934834,0,Hospitals and Boards of Public Health,26500000
105,105,105,Kawartha Pine Ridge District School Board,26400777.58,21068336.669999994,25.310213110430645,0,School Boards,26400000
106,106,106,Halton Catholic District School Board,26392122.14000003,21498595.180000003,22.76207779637825,0,School Boards,26400000
107,107,107,Windsor-Essex Catholic District School Board,26236097.46,22398700.189999986,17.132231948500465,0,School Boards,26200000
108,108,108,Town of Richmond Hill,25696779.280000016,27043398.06000001,-4.979473278514456,0,Municipalities and Services,25700000
109,109,109,Ottawa Catholic School Board,25040177.06999998,36752011.97000007,-31.867193854747946,0,School Boards,25000000
110,110,110,Durham Catholic District School Board,24945747.17999997,22542769.2,10.65963972163624,0,School Boards,24900000
111,111,111,Durham College,24901811.049999986,21856953.39000001,13.930842078809814,0,Colleges,24900000
112,112,112,Cancer Care Ontario,24667866.0,23030112.83000001,7.111355389742503,0,Crown Agencies,24700000
113,113,113,City of Kingston,24573277.51,11227353.42,118.86972459801665,0,Municipalities and Services,24600000
114,114,114,City of Oshawa,24456072.06999997,28302189.349999994,-13.589469112925768,0,Municipalities and Services,24500000
115,115,115,Hamilton Wentworth Catholic District School Board,24357021.34999998,20194012.810000014,20.615063381253535,0,School Boards,24400000
116,116,116,Labour,23594741.730000004,19363100.41,21.85415161001072,0,Government of Ontario - Ministries,23600000
117,117,117,Upper Grand District School Board,23322462.750000004,20684244.410000008,12.754724261160446,0,School Boards,23300000
118,118,118,Grand River Hospital Corporation,23310814.46999999,23001510.24000001,1.3447127026559258,0,Hospitals and Boards of Public Health,23300000
119,119,119,City of Brantford,22937004.83999999,21792543.529999994,5.251618786143576,0,Municipalities and Services,22900000
120,120,120,City of Peterborough,22570940.20000001,25851069.25,-12.688562388961875,0,Municipalities and Services,22600000
121,121,121,North York General Hospital,22381318.129999995,19516814.829999994,14.677104460697501,0,Hospitals and Boards of Public Health,22400000
122,122,122,Municipality of Chatham-Kent,22073508.34,19374034.67,13.933461542628686,0,Municipalities and Services,22100000
123,123,123,Rouge Valley Health System,21917086.04000001,21723302.369999986,0.8920543787469537,0,Hospitals and Boards of Public Health,21900000
124,124,124,St. Clair College,21282067.08999998,23577077.42000001,-9.734074707890672,0,Colleges,21300000
125,125,125,City of Guelph,21084682.99999999,21169213.76,-0.3993098702595009,0,Municipalities and Services,21100000
126,126,126,"St. Joseph's Health Centre, Toronto",21074798.91,19076260.85,10.47657125112127,0,Hospitals and Boards of Public Health,21100000
127,127,127,City of St. Catharines,20851257.619999994,13609746.899999995,53.208268847380246,0,Municipalities and Services,20900000
128,128,128,Conseil Scolaire Viamonde,20557126.94999999,10920394.879999993,88.24527112704561,0,School Boards,20600000
129,129,129,Niagara Catholic District School Board,20329342.71999997,22692356.270000026,-10.413257759063264,0,School Boards,20300000
130,130,130,Legislative Assembly,20007283.809999995,19562584.4,2.2732140135840018,0,Government of Ontario - Legislative Assembly and Offices,20000000
131,131,131,City of Cambridge,19741479.38,23756649.00999999,-16.9012457451801,0,Municipalities and Services,19700000
132,132,132,Nipissing University,19736885.52000002,12902358.21,52.971148364978006,0,Universities,19700000
133,133,133,Simcoe Muskoka Catholic District School Board,19662179.15000001,18067042.6,8.828985381370668,0,School Boards,19700000
134,134,134,Regional Municipality of Niagara,19326679.59,15211948.99,27.04933209219236,0,Municipalities and Services,19300000
135,135,135,Canadian Institute for Health Information,19308099.48,17962745.519999996,7.489690028186757,0,Other Public Sector Employers,19300000
136,136,136,Trillium Lakelands District School Board,19161971.83,13622112.580000006,40.66813585239062,0,School Boards,19200000
137,137,137,City of Burlington,19082679.37,28355605.329999994,-32.702267689518585,0,Municipalities and Services,19100000
138,138,138,London District Catholic School Board,18663149.48000001,12658129.189999996,47.44003003811985,0,School Boards,18700000
139,139,139,Waterloo Catholic District School Board,18555157.69,16552277.600000007,12.100329262239985,0,School Boards,18600000
140,140,140,Limestone District School Board,17697157.03000001,37317877.530000016,-52.57726805128942,0,School Boards,17700000
141,141,141,Waypoint Centre for Mental Health Care,17688965.230000008,16442838.089999994,7.5785404756729235,0,Hospitals and Boards of Public Health,17700000
142,142,142,Lambton Kent District School Board,17636280.259999998,16644839.379999995,5.956446063344357,0,School Boards,17600000
143,143,143,North Bay Regional Health Centre,17611821.01,16797972.05,4.844923884725727,0,Hospitals and Boards of Public Health,17600000
144,144,144,Catholic District School Board of Eastern Ontario,17487860.43000001,16512239.209999995,5.908473148869886,0,School Boards,17500000
145,145,145,Sir Sandford Fleming College,17161607.540000007,14437672.660000006,18.86685578865315,0,Colleges,17200000
146,146,146,Avon Maitland District School Board,16971322.980000008,11456834.6,48.132739735982646,0,School Boards,17000000
147,147,147,Royal Victoria Regional Health Centre,16615406.859999996,19219403.0,-13.548787857770627,0,Hospitals and Boards of Public Health,16600000
148,148,148,Thunder Bay Regional Health Sciences Centre,16401387.329999998,16043392.04,2.2314189487324887,0,Hospitals and Boards of Public Health,16400000
149,149,149,Ontario Energy Board,15867607.28,15266570.899999995,3.936944215809479,0,Crown Agencies,15900000
150,150,150,Rainbow District School Board,15860780.960000005,11963765.240000006,32.57348871215395,0,School Boards,15900000
151,151,151,Eastern Ontario Regional Laboratory Association,15560976.039999995,14946951.900000002,4.108022452390413,0,Other Public Sector Employers,15600000
152,152,152,Renfrew County District School Board,15144698.22,9862885.06,53.552415219974186,0,School Boards,15100000
153,153,153,Town of Ajax,15115826.55,9517725.03,58.81764289632979,0,Municipalities and Services,15100000
154,154,154,City of Kingston - Police Services Board,14816470.209999992,14286893.920000002,3.70672794916358,0,Municipalities and Services,14800000
155,155,155,City of Pickering,14660629.980000002,14855981.61,-1.31496951954021,0,Municipalities and Services,14700000
156,156,156,Baycrest Centre for Geriatric Care,14346690.320000006,14159634.440000007,1.3210502064345375,0,Hospitals and Boards of Public Health,14300000
157,157,157,St. Lawrence College,14289759.009999994,13012729.960000005,9.813690547067868,0,Colleges,14300000
158,158,158,Royal Ottawa Health Care Group,14112736.3,14327474.39,-1.4987853696662667,0,Hospitals and Boards of Public Health,14100000
159,159,159,Town of Whitby,14105836.089999998,12946912.78000001,8.951348709093468,0,Municipalities and Services,14100000
160,160,160,County of Simcoe,13785743.029999996,12171087.839999994,13.266317778871635,0,Municipalities and Services,13800000
161,161,161,Ontario Pension Board,13684793.739999998,11980488.9,14.225670206163276,0,Crown Agencies,13700000
162,162,162,City of Belleville,13604501.069999993,14838480.229999995,-8.31607510252419,0,Municipalities and Services,13600000
163,163,163,Bluewater District School Board,13471549.6,18473482.57000001,-27.07628597394461,0,School Boards,13500000
164,164,164,City of St. Thomas,13261739.589999998,11172942.330000006,18.695140441130253,0,Municipalities and Services,13300000
165,165,165,Cambrian College,13254303.4,10700189.87,23.869796340352224,0,Colleges,13300000
166,166,166,Near North District School Board,12937396.450000007,9923588.930000003,30.37013666385315,0,School Boards,12900000
167,167,167,St. Joseph's Care Group,12929618.17,12119527.049999995,6.684180963975849,0,Hospitals and Boards of Public Health,12900000
168,168,168,King's University College,12481687.770000005,11853253.269999998,5.301789185510297,0,Universities,12500000
169,169,169,City of Kawartha Lakes,12368988.19,9998698.909999998,23.705977160982485,0,Municipalities and Services,12400000
170,170,170,Alcohol and Gaming Commission of Ontario,12273641.019999998,11273790.599999996,8.868804251162901,0,Crown Agencies,12300000
171,171,171,Markham Stouffville Hospital,12128087.94,12085407.92,0.3531533257505659,0,Hospitals and Boards of Public Health,12100000
172,172,172,Ontario Shores Centre for Mental Health Sciences,12077053.019999998,13632972.249999998,-11.412912763759213,0,Hospitals and Boards of Public Health,12100000
173,173,173,City of Waterloo,12010899.430000005,10327153.67,16.30406415749599,0,Municipalities and Services,12000000
174,174,174,Lakehead District School Board,11989190.350000005,11250512.61,6.565725186098902,0,School Boards,12000000
175,175,175,Town of Newmarket - Central York Fire Services,11600136.869999995,13889738.480000002,-16.484123248949803,0,Municipalities and Services,11600000
176,176,176,City of Timmins,11585399.760000002,9615385.490000002,20.48814654439819,0,Municipalities and Services,11600000
177,177,177,Brant Haldimand Norfolk Catholic District School Board,11476212.929999994,9921002.559999997,15.675939609877519,0,School Boards,11500000
178,178,178,Municipality of Clarington,11466504.989999995,8937240.83,28.30027978556773,0,Municipalities and Services,11500000
179,179,179,Sault Area Hospital,11319029.9,11674214.809999995,-3.042473654808464,0,Hospitals and Boards of Public Health,11300000
180,180,180,Conseil scolaire catholique Providence,11194042.910000002,8743829.0,28.02220754774598,0,School Boards,11200000
181,181,181,Peterborough Regional Health Centre,11020557.039999995,13838817.560000004,-20.36489394979789,0,Hospitals and Boards of Public Health,11000000
182,182,182,Cabinet Office,10891309.669999996,9388977.159999996,16.001024226583606,0,Government of Ontario - Ministries,10900000
183,183,183,Holland Bloorview Kids Rehabilitation Hospital,10618247.08,11386234.88,-6.744879304650365,0,Hospitals and Boards of Public Health,10600000
184,184,184,City of Cornwall,10452653.790000003,4985104.51,109.67772629505022,0,Municipalities and Services,10500000
185,185,185,Financial Services Commission,10244562.64,10139702.95,1.0341495260470346,0,Crown Agencies,10200000
186,186,186,City of Toronto - Toronto Community Housing Corp.,10242172.87,9903356.42,3.421228476799598,0,Municipalities and Services,10200000
187,187,187,St. Clair Catholic District School Board,10193573.369999995,12066859.019999996,-15.524219242929359,0,School Boards,10200000
188,188,188,Peel Children's Aid Society,10172882.249999998,3413456.6999999993,198.02288835244343,0,Other Public Sector Employers,10200000
189,189,189,Queensway Carleton Hospital,10125735.61,7765859.269999998,30.38783292296261,0,Hospitals and Boards of Public Health,10100000
190,190,190,Sault College,10101697.130000005,11041866.419999996,-8.514586703359107,0,Colleges,10100000
191,191,191,Keewatin-Patricia District School Board,10026398.769999998,7270638.200000002,37.90259526323281,0,School Boards,10000000
192,192,192,Ontario Financing Authority,9915610.77,9556849.65,3.753968442937672,0,Crown Agencies,9900000
193,193,193,Loyalist College,9810077.599999998,8717472.259999996,12.533510946899204,0,Colleges,9800000
194,194,194,Weeneebayko Area Health Authority,9792916.909999998,12364107.689999996,-20.795603245024786,0,Hospitals and Boards of Public Health,9800000
195,195,195,Brant Community Healthcare System,9643247.73,7660670.319999997,25.879946886945525,0,Hospitals and Boards of Public Health,9600000
196,196,196,Quinte Healthcare Corporation,9606464.019999996,12086900.06,-20.521688999553145,0,Hospitals and Boards of Public Health,9600000
197,197,197,Algoma District School Board,9597518.410000002,10126049.509999996,-5.219519216038226,0,School Boards,9600000
198,198,198,Infrastructure Health and Safety Association,9597139.78,8764272.259999998,9.502985476628755,0,Other Public Sector Employers,9600000
199,199,199,City of Sault Ste. Marie,9593381.9,7018230.879999999,36.692309843189456,0,Municipalities and Services,9600000
200,200,200,Confederation College,9432898.649999997,9545006.03,-1.1745134539218771,0,Colleges,9400000
201,201,201,St. Mary's General Hospital,9422124.13,10326664.499999998,-8.759269462080423,0,Hospitals and Boards of Public Health,9400000
202,202,202,City of North Bay - Police Services Board,9165247.840000004,7108535.7200000025,28.9329926867133,0,Municipalities and Services,9200000
203,203,203,Canadore College,9131666.5,8665027.570000002,5.385313851921159,0,Colleges,9100000
204,204,204,City of Toronto - Public Library Board,9098093.8,8830072.96,3.0353185213092493,0,Municipalities and Services,9100000
205,205,205,City of North Bay,8921123.8,13480950.560000002,-33.824222852130994,0,Municipalities and Services,8900000
206,206,206,Ontario Clean Water Agency,8832319.230000002,6898474.78,28.032927736527906,0,Crown Agencies,8800000
207,207,207,City of Stratford,8823483.67,8029088.000000001,9.89397139500774,0,Municipalities and Services,8800000
208,208,208,City of Sault Ste. Marie-Police Services,8720248.3,7962609.039999999,9.51496244753467,0,Municipalities and Services,8700000
209,209,209,Cambridge Memorial Hospital,8667323.209999997,8629731.039999997,0.4356123015393454,0,Hospitals and Boards of Public Health,8700000
210,210,210,Lambton College,8605952.039999997,9090429.419999998,-5.329532386380941,0,Colleges,8600000
211,211,211,Conseil scolaire catholique du Nouvel-Ontario,8585304.81,10363320.739999998,-17.156816570747168,0,School Boards,8600000
212,212,212,Cornwall Community Hospital,8568454.35,7866611.779999997,8.921789833131967,0,Hospitals and Boards of Public Health,8600000
213,213,213,Providence Care Centre,8332083.110000001,7783261.039999997,7.051312646196473,0,Hospitals and Boards of Public Health,8300000
214,214,214,District School Board Ontario North East,8254851.2,7213008.140000002,14.443946821887211,0,School Boards,8300000
215,215,215,Grey Bruce Health Services,8216132.829999996,7166026.080000003,14.65396215806116,0,Hospitals and Boards of Public Health,8200000
216,216,216,Wellington Catholic District School Board,8161771.9,4333537.180000002,88.33972251739166,0,School Boards,8200000
217,217,217,Women's College Hospital,8024748.309999996,7462413.679999999,7.535559593903374,0,Hospitals and Boards of Public Health,8000000
218,218,218,Joseph Brant Hospital,7976965.359999998,7091258.8199999975,12.490117234220467,0,Hospitals and Boards of Public Health,8000000
219,219,219,Central East Community Care Access Centre,7859590.000000001,9049505.9,-13.148959878571908,0,Other Public Sector Employers,7900000
220,220,220,Ontario Telemedicine Network,7850171.63,7946555.61,-1.2129026049815916,0,Other Public Sector Employers,7900000
221,221,221,MaRS Discovery District,7616263.940000001,6554131.580000001,16.205539163130428,0,Other Public Sector Employers,7600000
222,222,222,The Governing Council of the Salvation Army / Conseil de direction de l'Armee du Salut,7585245.719999998,5209344.249999999,45.608455805162016,0,Other Public Sector Employers,7600000
223,223,223,City of Niagara Falls,7575055.87,7883830.849999999,-3.916560183429085,0,Municipalities and Services,7600000
224,224,224,Ontario Health Quality Council,7546407.520000001,4876670.08,54.74509032196004,0,Crown Agencies,7500000
225,225,225,Perimeter Institute,7370815.76,7490292.369999999,-1.5950860673813685,0,Other Public Sector Employers,7400000
226,226,226,City of Cornwall - Police Services,7356545.240000001,7055951.709999999,4.260141542266903,0,Municipalities and Services,7400000
227,227,227,Town of Georgina,7338363.540000001,4282727.409999998,71.34790140659459,0,Municipalities and Services,7300000
228,228,228,Ontario Northland Transportation Commission,7281011.659999997,7363991.1099999985,-1.1268271343690015,0,Crown Agencies,7300000
229,229,229,Town of Halton Hills,7247920.580000001,5627557.090000002,28.79337275634814,0,Municipalities and Services,7200000
230,230,230,Chatham-Kent Health Alliance,7247406.660000001,7224329.670000004,0.3194343427574742,0,Hospitals and Boards of Public Health,7200000
231,231,231,South Simcoe Police Service,7234759.430000002,8630922.02,-16.176285532006208,0,Municipalities and Services,7200000
232,232,232,Thunder Bay Catholic District School Board,7135722.170000003,6440712.589999997,10.790880206005356,0,School Boards,7100000
233,233,233,Conseil scolaire catholique Franco-Nord,6942123.710000003,8553832.699999997,-18.8419512810906,0,School Boards,6900000
234,234,234,Toronto and Region Conservation Authority,6928153.040000003,5927589.94,16.879762435118813,0,Other Public Sector Employers,6900000
235,235,235,City of Woodstock,6792158.92,6429990.299999999,5.6324909230423215,0,Municipalities and Services,6800000
236,236,236,Orillia Soldiers Memorial Hospital,6659499.790000003,5279755.439999999,26.13273220094461,0,Hospitals and Boards of Public Health,6700000
237,237,237,Royal Ontario Museum,6476537.830000003,6045906.94,7.1226847232948485,0,Crown Agencies,6500000
238,238,238,Renfrew County Catholic District School Board,6438706.58,5450705.82,18.126106831426835,0,School Boards,6400000
239,239,239,Energy,6340270.139999998,5683754.160000001,11.550745537523332,0,Government of Ontario - Ministries,6300000
240,240,240,Superior-Greenstone District School Board,6338866.530000001,4421486.900000001,43.365041520308466,0,School Boards,6300000
241,241,241,City of Owen Sound,6324631.44,6253468.439999998,1.1379764794975602,0,Municipalities and Services,6300000
242,242,242,Superior Court of Justice,6275889.479999999,2813716.25,123.04628194118715,0,Government of Ontario - Judiciary,6300000
243,243,243,Bluewater Health,6185911.000000004,7852393.030000002,-21.222600850889886,0,Hospitals and Boards of Public Health,6200000
244,244,244,Town of Orangeville,6092953.929999999,7220848.6800000025,-15.619974880847408,0,Municipalities and Services,6100000
245,245,245,Sudbury Catholic District School Board,6044630.290000003,5677518.440000001,6.466061781738608,0,School Boards,6000000
246,246,246,Muskoka Algonquin Healthcare,5974887.380000001,4715555.420000002,26.70590943876552,0,Hospitals and Boards of Public Health,6000000
247,247,247,Northern College,5900529.52,5502696.129999999,7.2297902810054095,0,Colleges,5900000
248,248,248,YMCA of Greater Toronto,5898414.760000003,5842758.3199999975,0.952571319088924,0,Other Public Sector Employers,5900000
249,249,249,Town of Milton,5793339.379999999,5731127.159999997,1.085514563944856,0,Municipalities and Services,5800000
